MMSI|Ship Name|IMO|Call Sign|Type Code|Latitude|Longitude|Area
525000624|MENTAWAI 560|220150624|YBRZ|80|-8.179159|125.830629|Timor Sea
525000625|BANDUNG VOYAGER|220150625|YBYE|30|-0.489438|101.809069|Malacca Strait
525000626|SINGAPORE 102|220150626|YBQS|52|-5.193662|112.613864|Java Sea
525000627|KUNINGAN NAVIGATOR|220150627|YBFZ|31|-4.544568|129.487201|Banda Sea
525000628|KUNDUR VICTORY|220150628|YBXI|32|-6.461931|137.392073|Arafura Sea
525000629|NONGSA PRIDE|220150629|YBAA|36|-3.974184|117.231721|Makassar Strait
525000630|PERTAMINA VESSEL|220150630|YBBQ|37|-6.272247|104.67797|Sunda Strait
525000631|BANDUNG ATLANTIC|220150631|YBDW|60|-7.95091|115.193564|Lombok Strait
525000632|PANGKALAN STAR|220150632|YBFI|70|-10.30301|127.068765|Timor Sea
525000633|KALIPUCANG VICTORY|220150633|YBLQ|79|-0.718298|99.058213|Malacca Strait
525000634|PADANG 391|220150634|YBAT|80|-4.120702|111.451892|Java Sea
525000635|JAMPANG EXPRESS|220150635|YBRD|30|-3.738053|128.435307|Banda Sea
525000636|DEPOK 682|220150636|YBFK|52|-7.638447|135.260569|Arafura Sea
525000637|GALANG PACIFIC|220150637|YBNX|31|-1.371206|120.823453|Makassar Strait
525000638|CIBALONG 828|220150638|YBQA|32|-6.685926|105.453499|Sunda Strait
525000639|SERANG 959|220150639|YBRI|36|-8.895628|114.221062|Lombok Strait
525000640|TELUK CARGO|220150640|YBSW|37|-8.666849|124.95666|Timor Sea
525000641|KARIMUN MAKMUR|220150641|YBAW|60|0.208461|97.645741|Malacca Strait
525000642|PADANG SEJAHTERA|220150642|YBRI|70|-6.129926|107.695409|Java Sea
525000643|RUPAT 865|220150643|YBRK|79|-4.413783|126.006993|Banda Sea
525000644|CIKIDANG MARITIME|220150644|YBMN|80|-7.960651|135.424413|Arafura Sea
525000645|KEPULAUAN FORTUNE|220150645|YBNE|30|-1.790507|120.684295|Makassar Strait
525000646|RUPAT 183|220150646|YBYV|52|-6.227889|105.303951|Sunda Strait
525000647|KARAWANG CARRIER|220150647|YBPP|31|-8.762576|115.692279|Lombok Strait
525000648|SETOKO 377|220150648|YBPC|32|-9.116596|123.863648|Timor Sea
525000649|KEPRI 228|220150649|YBUX|36|0.886061|100.803601|Malacca Strait
525000650|KALIPUCANG OCEAN|220150650|YBVE|37|-3.305494|112.235175|Java Sea
525000651|PARIAMAN 990|220150651|YBKO|60|-3.011295|126.575739|Banda Sea
525000652|PUNGGUR SPIRIT|220150652|YBGK|70|-6.555525|135.333402|Arafura Sea
525000653|PANGKALAN PRIDE|220150653|YBEX|79|-1.78892|118.273121|Makassar Strait
525000654|BANDUNG 830|220150654|YBJY|80|-6.059887|106.310022|Sunda Strait
525000655|BINTAN SHIP|220150655|YBUE|30|-8.645129|115.897124|Lombok Strait
525000656|GALANG 592|220150656|YBCH|52|-8.321105|125.046155|Timor Sea
525000657|KABIL MAKMUR|220150657|YBHP|31|-0.298224|101.67666|Malacca Strait
525000658|SIAK MARITIME|220150658|YBTR|32|-2.263126|106.421843|Java Sea
525000659|GARUT CARGO|220150659|YBUH|36|-5.408123|127.54723|Banda Sea
525000660|SETOKO CARRIER|220150660|YBQB|37|-6.635396|138.55271|Arafura Sea
525000661|BATU 507|220150661|YBHD|60|-3.638992|119.857103|Makassar Strait
525000662|CIAMIS WAVE|220150662|YBDN|70|-6.389998|105.19813|Sunda Strait
525000663|LABUHAN EXPRESS|220150663|YBRS|79|-7.603911|114.838987|Lombok Strait
525000664|SUKABUMI 536|220150664|YBZJ|80|-8.468672|126.604255|Timor Sea
525000665|SAGULUNG 548|220150665|YBMR|30|1.308302|99.329321|Malacca Strait
525000666|INDRAMAYU TRADER|220150666|YBML|52|-6.03879|106.801359|Java Sea
525000667|CIKIDANG 876|220150667|YBJT|31|-4.531882|130.861364|Banda Sea
525000668|KEPRI FERRY|220150668|YBXH|32|-9.348629|136.706538|Arafura Sea
525000669|SERANG LINER|220150669|YBNN|36|-3.374422|119.541744|Makassar Strait
525000670|LABUHAN PROSPERITY|220150670|YBLQ|37|-6.366622|105.429835|Sunda Strait
525000671|LOBAM 590|220150671|YBTP|60|-8.674784|114.00598|Lombok Strait
525000672|BULANG LINER|220150672|YBOW|70|-8.93449|127.196101|Timor Sea
525000673|SPIL JAYA|220150673|YBOT|79|-3.167128|100.862179|Malacca Strait
525000674|INDRAMAYU JAYA|220150674|YBJO|80|-5.443582|106.367272|Java Sea
525000675|TELUK FORTUNE|220150675|YBHJ|30|-3.288794|127.143084|Banda Sea
525000676|INDRAGIRI ATLANTIC|220150676|YBDZ|52|-8.642631|137.259108|Arafura Sea
525000677|PURWAKARTA 666|220150677|YBBI|31|-3.286105|120.088637|Makassar Strait
525000678|KISARAN NAVIGATOR|220150678|YBTF|32|-6.560883|104.965799|Sunda Strait
525000679|CIPATUJAH FERRY|220150679|YBTF|36|-8.211709|115.72369|Lombok Strait
525000680|LINGGA NAVIGATOR|220150680|YBUV|37|-8.522141|123.101225|Timor Sea
525000681|CIKIDANG VESSEL|220150681|YBQE|60|-0.769894|97.69716|Malacca Strait
525000682|CILEGON VICTORY|220150682|YBQJ|70|-3.788318|111.621955|Java Sea
525000683|KUNINGAN SHIP|220150683|YBCV|79|-4.339389|127.257755|Banda Sea
525000684|ROKAN EXPRESS|220150684|YBGM|80|-8.437605|134.457724|Arafura Sea
525000685|MENTAWAI OCEAN|220150685|YBAE|30|-3.261861|118.840637|Makassar Strait
525000686|INDRAMAYU FORTUNE|220150686|YBYP|52|-6.794794|105.737311|Sunda Strait
525000687|KEPULAUAN SHIP|220150687|YBGK|31|-8.752338|115.861602|Lombok Strait
525000688|SINGAPORE EXPLORER|220150688|YBMX|32|-9.342974|124.533825|Timor Sea
525000689|PAMEUNGPEUK 906|220150689|YBEL|36|-1.742602|101.286459|Malacca Strait
525000690|SAMBAU WAVE|220150690|YBNG|37|-4.215055|113.146635|Java Sea
525000691|KEPULAUAN 882|220150691|YBWO|60|-4.285265|130.081367|Banda Sea
525000692|SAGULUNG 174|220150692|YBYV|70|-7.982395|136.62089|Arafura Sea
525000693|TANTO VESSEL|220150693|YBNV|79|-2.73043|118.971186|Makassar Strait
525000694|BINTAN CARRIER|220150694|YBKC|80|-5.911009|105.304549|Sunda Strait
525000695|SUMEDANG 508|220150695|YBUA|30|-8.448532|115.86456|Lombok Strait
525000696|MEDAN SEJAHTERA|220150696|YBRE|52|-8.595642|127.966174|Timor Sea
525000697|SAMUDERA 662|220150697|YBTB|31|-1.69226|97.440225|Malacca Strait
525000698|UJUNG CARRIER|220150698|YBBO|32|-5.922868|112.947655|Java Sea
525000699|KISARAN 404|220150699|YBZT|36|-5.72086|130.255589|Banda Sea
525000700|SEKUPANG PACIFIC|220150700|YBYT|37|-8.187548|139.852712|Arafura Sea
525000701|KISARAN PROSPERITY|220150701|YBWC|60|-2.598137|118.424194|Makassar Strait
525000702|SENGGARANG OCEAN|220150702|YBCI|70|-6.110498|104.585043|Sunda Strait
525000703|LOBAM 507|220150703|YBCI|79|-8.034229|114.709026|Lombok Strait
525000704|JOHOR FREIGHT|220150704|YBIH|80|-8.590316|125.444694|Timor Sea
525000705|KARAWANG 339|220150705|YBUB|30|-0.636931|101.930529|Malacca Strait
525000706|BINTAN CARGO|220150706|YBQG|52|-5.736026|113.954263|Java Sea
525000707|MERAK 196|220150707|YBNX|31|-4.172679|125.214718|Banda Sea
525000708|PELNI LINER|220150708|YBDR|32|-6.676373|137.677376|Arafura Sea
525000709|KARIMUN 455|220150709|YBBC|36|-2.794843|118.30538|Makassar Strait
525000710|TANGERANG VICTORY|220150710|YBRF|37|-6.300757|105.084568|Sunda Strait
525000711|GARUT CARRIER|220150711|YBGV|60|-8.66444|114.433271|Lombok Strait
525000712|SUMEDANG EXPLORER|220150712|YBOS|70|-9.494819|126.611835|Timor Sea
525000713|INDRAMAYU 331|220150713|YBYZ|79|-2.871063|98.092809|Malacca Strait
525000714|TANGERANG LINE|220150714|YBTY|80|-2.699682|112.226581|Java Sea
525000715|SINGKEP EXPLORER|220150715|YBHU|30|-2.769612|130.431382|Banda Sea
525000716|CIAMIS 569|220150716|YBKQ|52|-6.506934|134.826747|Arafura Sea
525000717|NATUNA MARITIME|220150717|YBTX|31|-1.015332|117.652925|Makassar Strait
525000718|KEPULAUAN 501|220150718|YBED|32|-6.463683|106.238199|Sunda Strait
525000719|BAGAN MAKMUR|220150719|YBCN|36|-8.290808|114.966444|Lombok Strait
525000720|SUBANG MAKMUR|220150720|YBVU|37|-9.69036|124.271339|Timor Sea
525000721|SIAK MARINE|220150721|YBQQ|60|-3.23134|98.428179|Malacca Strait
525000722|PERTAMINA 333|220150722|YBCK|70|-5.459303|107.718896|Java Sea
525000723|KALIPUCANG SEJAHTERA|220150723|YBMH|79|-4.777017|129.093555|Banda Sea
525000724|SINGKEP LINE|220150724|YBRS|80|-8.067741|136.193958|Arafura Sea
525000725|PARIAMAN EXPRESS|220150725|YBNA|30|-2.818524|120.70312|Makassar Strait
525000726|LUBUK ATLANTIC|220150726|YBQD|52|-6.511415|105.886302|Sunda Strait
525000727|LINGGA ATLANTIC|220150727|YBWN|31|-8.054478|115.573619|Lombok Strait
525000728|SAMUDERA LINE|220150728|YBFO|32|-9.676833|127.023963|Timor Sea
525000729|NATUNA MERCHANT|220150729|YBGO|36|-3.168781|99.909561|Malacca Strait
525000730|KEPRI STAR|220150730|YBAD|37|-4.027071|109.549915|Java Sea
525000731|MERATUS 605|220150731|YBMQ|60|-5.73586|128.523437|Banda Sea
525000732|SINGAPORE CARRIER|220150732|YBKX|70|-8.154472|139.169769|Arafura Sea
525000733|BENGKALIS 068|220150733|YBTJ|79|-2.935538|119.925342|Makassar Strait
525000734|PERTAMINA MAKMUR|220150734|YBIF|80|-5.665656|106.239379|Sunda Strait
525000735|CIKELET 407|220150735|YBZX|30|-8.60777|115.229317|Lombok Strait
525000736|PANDEGLANG 994|220150736|YBIQ|52|-10.362064|123.968338|Timor Sea
525000737|CIAMIS 212|220150737|YBHD|31|-2.016498|97.154334|Malacca Strait
525000738|MANONJAYA 671|220150738|YBMK|32|-2.248551|113.364087|Java Sea
525000739|BEKASI 793|220150739|YBML|36|-4.288349|131.00654|Banda Sea
525000740|BULANG PIONEER|220150740|YBVF|37|-6.817831|139.091235|Arafura Sea
525000741|BENGKULU MARINE|220150741|YBAJ|60|-2.807481|119.046387|Makassar Strait
525000742|CISOLOK LINER|220150742|YBLQ|70|-5.64811|106.153512|Sunda Strait
525000743|NONGSA MERCHANT|220150743|YBAT|79|-8.390949|115.233899|Lombok Strait
525000744|MENTAWAI CARGO|220150744|YBOK|80|-9.197562|123.171961|Timor Sea
525000745|JOHOR SHIP|220150745|YBND|30|0.795544|100.608145|Malacca Strait
525000746|KUNINGAN MARITIME|220150746|YBMX|52|-2.002584|113.858582|Java Sea
525000747|CIJULANG VOYAGER|220150747|YBYD|31|-3.368196|129.446458|Banda Sea
525000748|MERAK 687|220150748|YBEQ|32|-9.12909|134.784451|Arafura Sea
525000749|LINGGA WAVE|220150749|YBPI|36|-2.274643|118.57485|Makassar Strait
525000750|SIAK HARMONY|220150750|YBUK|37|-5.507709|105.996919|Sunda Strait
525000751|TANTO TANKER|220150751|YBLX|60|-8.111656|115.309606|Lombok Strait
525000752|INDRAMAYU PROSPERITY|220150752|YBLY|70|-8.163339|125.688709|Timor Sea
525000753|TASIKMALAYA PROSPERITY|220150753|YBLF|79|-2.21202|97.621551|Malacca Strait
525000754|NONGSA FORTUNE|220150754|YBTI|80|-6.145137|112.060001|Java Sea
525000755|LUBUK EXPRESS|220150755|YBHV|30|-3.284042|129.460449|Banda Sea
525000756|BATU TRADER|220150756|YBHL|52|-8.255447|137.902849|Arafura Sea
525000757|TANJUNG MARINE|220150757|YBML|31|-2.873167|118.093891|Makassar Strait
525000758|TELUK VOYAGER|220150758|YBSH|32|-5.550914|105.735298|Sunda Strait
525000759|CIKELET MARITIME|220150759|YBHM|36|-8.048093|115.394135|Lombok Strait
525000760|LINGGA LINE|220150760|YBIR|37|-10.220217|123.426335|Timor Sea
525000761|MERATUS LINE|220150761|YBGU|60|1.436619|99.135569|Malacca Strait
525000762|TANTO 207|220150762|YBQX|70|-2.70954|112.376291|Java Sea
525000763|TANGERANG SPIRIT|220150763|YBTG|79|-3.940883|128.388304|Banda Sea
525000764|MAJALENGKA ENTERPRISE|220150764|YBBK|80|-7.207523|132.373185|Arafura Sea
525000765|SELAT TANKER|220150765|YBTA|30|-3.474677|118.140884|Makassar Strait
525000766|SPIL 988|220150766|YBUG|52|-5.984232|105.709904|Sunda Strait
525000767|PUNGGUR SEJAHTERA|220150767|YBEA|31|-7.510096|114.932875|Lombok Strait
525000768|SPIL 187|220150768|YBKE|32|-8.267734|125.861516|Timor Sea
525000769|SAMUDERA PIONEER|220150769|YBVS|36|-2.152169|101.817774|Malacca Strait
525000770|PURWAKARTA VICTORY|220150770|YBBJ|37|-3.05312|108.413403|Java Sea
525000771|UJUNG SEJAHTERA|220150771|YBRM|60|-5.797856|126.359148|Banda Sea
525000772|LUBUK LINE|220150772|YBFB|70|-8.253857|137.584145|Arafura Sea
525000773|PUNGGUR 203|220150773|YBFU|79|-1.722244|118.834698|Makassar Strait
525000774|INDRAGIRI PIONEER|220150774|YBTP|80|-6.719123|105.165591|Sunda Strait
525000775|PULAU LINE|220150775|YBWP|30|-7.650267|115.072606|Lombok Strait
525000776|RIAU PRIDE|220150776|YBZA|52|-9.109267|124.697159|Timor Sea
525000777|ROKAN TANKER|220150777|YBEP|31|-2.303658|98.908816|Malacca Strait
525000778|SENGGARANG NAVIGATOR|220150778|YBJV|32|-4.009822|108.971984|Java Sea
525000779|SUBANG 008|220150779|YBDG|36|-3.524216|130.934103|Banda Sea
525000780|MERATUS MARINE|220150780|YBPX|37|-9.039967|138.178488|Arafura Sea
525000781|TASIKMALAYA FERRY|220150781|YBJB|60|-2.312804|120.173146|Makassar Strait
525000782|BENGKALIS CARRIER|220150782|YBZJ|70|-6.53825|105.716139|Sunda Strait
525000783|CIMAHI PIONEER|220150783|YBUB|79|-7.866842|114.811433|Lombok Strait
525000784|GARUT WAVE|220150784|YBDH|80|-8.032967|123.791427|Timor Sea
525000785|DUMAI MERCHANT|220150785|YBJF|30|0.812306|97.773482|Malacca Strait
525000786|DOMPAK PACIFIC|220150786|YBUZ|52|-4.761438|108.017097|Java Sea
525000787|BULANG 406|220150787|YBOL|31|-3.184902|125.995438|Banda Sea
525000788|TANJUNG LINER|220150788|YBYP|32|-6.198353|134.085461|Arafura Sea
525000789|BOGOR SPIRIT|220150789|YBCD|36|-1.365842|117.645436|Makassar Strait
525000790|PULAU SEJAHTERA|220150790|YBFV|37|-5.929388|106.181394|Sunda Strait
525000791|SUMEDANG 681|220150791|YBQH|60|-7.618129|114.311277|Lombok Strait
525000792|LABUHAN 375|220150792|YBJF|70|-8.674578|123.761886|Timor Sea
525000793|SUNGAI NAVIGATOR|220150793|YBTW|79|-1.095624|101.081352|Malacca Strait
525000794|KISARAN MERCHANT|220150794|YBFU|80|-5.789176|110.328982|Java Sea
525000795|PELABUHAN HARMONY|220150795|YBVW|30|-5.722794|125.889637|Banda Sea
525000796|GALANG SPIRIT|220150796|YBXF|52|-7.994714|133.694344|Arafura Sea
525000797|KAMPAR SPIRIT|220150797|YBXC|31|-2.417071|119.120221|Makassar Strait
525000798|DEPOK 073|220150798|YBHZ|32|-5.990573|106.049652|Sunda Strait
525000799|PANGANDARAN MARITIME|220150799|YBNI|36|-8.543998|115.920175|Lombok Strait
525000800|NUSANTARA JAYA|220150800|YBEC|37|-10.069261|126.316257|Timor Sea
525000801|KABIL SHIP|220150801|YBTJ|60|-0.606014|101.851186|Malacca Strait
525000802|LINGGA VOYAGER|220150802|YBMR|70|-2.610394|113.841511|Java Sea
525000803|CIBALONG TRADER|220150803|YBDG|79|-3.127547|126.305024|Banda Sea
525000804|BEKASI 667|220150804|YBDK|80|-8.92383|133.100496|Arafura Sea
525000805|MANONJAYA TRADER|220150805|YBFK|30|-3.936959|118.101048|Makassar Strait
525000806|LOBAM JAYA|220150806|YBDP|52|-5.86449|105.673838|Sunda Strait
525000807|KUNINGAN EXPLORER|220150807|YBUW|31|-8.675881|114.518542|Lombok Strait
525000808|KUNDUR 674|220150808|YBMV|32|-9.825206|125.765396|Timor Sea
525000809|PARIAMAN PROSPERITY|220150809|YBWE|36|0.144692|101.683996|Malacca Strait
525000810|PANGKALAN MARITIME|220150810|YBDA|37|-5.529814|107.680034|Java Sea
525000811|CIREBON TANKER|220150811|YBHT|60|-5.062782|128.119182|Banda Sea
525000812|PELNI ATLANTIC|220150812|YBTF|70|-6.732951|133.621187|Arafura Sea
525000813|BELAWAN LINER|220150813|YBFZ|79|-2.787925|119.901482|Makassar Strait
525000814|PADANG 870|220150814|YBXZ|80|-5.846504|105.428188|Sunda Strait
525000815|SINGKEP PIONEER|220150815|YBGH|30|-8.605421|116.245103|Lombok Strait
525000816|GALANG 601|220150816|YBAR|52|-9.896802|124.294729|Timor Sea
525000817|SETOKO 217|220150817|YBUK|31|0.817529|99.338406|Malacca Strait
525000818|BENGKALIS JAYA|220150818|YBCV|32|-4.40135|111.225284|Java Sea
525000819|KEPULAUAN WAVE|220150819|YBWD|36|-3.30247|128.055329|Banda Sea
525000820|DUMAI 864|220150820|YBRG|37|-7.80196|138.251297|Arafura Sea
525000821|TASIKMALAYA 070|220150821|YBNH|60|-2.393912|117.036547|Makassar Strait
525000822|NUSANTARA HARMONY|220150822|YBFT|70|-6.753227|104.78386|Sunda Strait
525000823|HARBOUR TANKER|220150823|YBJU|79|-8.113551|114.954668|Lombok Strait
525000824|BENGKULU EXPLORER|220150824|YBLZ|80|-8.637499|127.659717|Timor Sea
525000825|CIKELET OCEAN|220150825|YBKR|30|0.626549|99.475187|Malacca Strait
525000826|SAMUDERA MARINE|220150826|YBAH|52|-2.7164|110.682368|Java Sea
525000827|BATAM ENTERPRISE|220150827|YBLR|31|-4.181937|130.087171|Banda Sea
525000828|CIBALONG MARITIME|220150828|YBYU|32|-9.050743|134.81877|Arafura Sea
525000829|MANONJAYA PACIFIC|220150829|YBAG|36|-1.920917|118.229234|Makassar Strait
525000830|PARIAMAN 276|220150830|YBQG|37|-6.71162|105.835585|Sunda Strait
525000831|KEPULAUAN 787|220150831|YBFG|60|-7.87649|114.220112|Lombok Strait
525000832|PAINAN NAVIGATOR|220150832|YBAD|70|-10.307428|125.118765|Timor Sea
525000833|UJUNG HARMONY|220150833|YBTR|79|-0.30614|98.517975|Malacca Strait
525000834|RIAU 782|220150834|YBLI|80|-2.260619|108.290788|Java Sea
525000835|ROKAN 617|220150835|YBNG|30|-5.053334|129.150849|Banda Sea
525000836|LABUHAN TRADER|220150836|YBEX|52|-9.210447|136.209097|Arafura Sea
525000837|SAMUDERA PROSPERITY|220150837|YBSU|31|-3.799348|120.227116|Makassar Strait
525000838|INDRAGIRI CARRIER|220150838|YBAK|32|-6.741569|106.349613|Sunda Strait
525000839|KEPRI OCEAN|220150839|YBVG|36|-8.592391|114.356775|Lombok Strait
525000840|RUPAT 872|220150840|YBUM|37|-9.570885|124.65781|Timor Sea
525000841|SIAK FERRY|220150841|YBNE|60|0.131643|97.055107|Malacca Strait
525000842|KUNINGAN 175|220150842|YBGY|70|-6.038311|110.242998|Java Sea
525000843|TASIKMALAYA 969|220150843|YBTP|79|-3.806432|129.335723|Banda Sea
525000844|SIAK MERCHANT|220150844|YBOY|80|-8.32271|134.402156|Arafura Sea
525000845|ASAHAN SHIP|220150845|YBPZ|30|-1.249602|120.033255|Makassar Strait
525000846|CIAMIS 112|220150846|YBIG|52|-6.317982|105.722819|Sunda Strait
525000847|CIMAHI PACIFIC|220150847|YBGL|31|-7.936423|114.530608|Lombok Strait
525000848|KEPRI VICTORY|220150848|YBNT|32|-9.258941|125.316136|Timor Sea
525000849|JAMPANG 326|220150849|YBHO|36|-2.455775|98.907666|Malacca Strait
525000850|CIREBON ATLANTIC|220150850|YBYQ|37|-2.675935|107.634051|Java Sea
525000851|SPIL 339|220150851|YBSV|60|-4.255715|129.623418|Banda Sea
525000852|SINAR PACIFIC|220150852|YBIL|70|-6.996812|139.413936|Arafura Sea
525000853|SINGKEP FREIGHT|220150853|YBDM|79|-1.290484|120.262821|Makassar Strait
525000854|KABIL 555|220150854|YBDR|80|-6.038804|105.871458|Sunda Strait
525000855|GALANG 965|220150855|YBOM|30|-8.253643|114.701225|Lombok Strait
525000856|ASAHAN FERRY|220150856|YBHD|52|-8.649821|127.994622|Timor Sea
525000857|CIJULANG 090|220150857|YBBU|31|1.361083|98.730675|Malacca Strait
525000858|PELNI MAKMUR|220150858|YBZO|32|-4.598784|110.803966|Java Sea
525000859|BALOI 205|220150859|YBIU|36|-4.940434|126.651265|Banda Sea
525000860|JAMPANG FREIGHT|220150860|YBAU|37|-7.188756|136.511824|Arafura Sea
525000861|PANGKALAN NAVIGATOR|220150861|YBOB|60|-2.803316|120.859437|Makassar Strait
525000862|CIKIDANG NAVIGATOR|220150862|YBBQ|70|-6.569954|105.607644|Sunda Strait
525000863|KAMPAR JAYA|220150863|YBBP|79|-8.79873|114.357684|Lombok Strait
525000864|MAJALENGKA VOYAGER|220150864|YBKO|80|-10.338369|127.511875|Timor Sea
525000865|PARIAMAN PACIFIC|220150865|YBCZ|30|-1.581778|97.614189|Malacca Strait
525000866|BANTEN JAYA|220150866|YBFJ|52|-5.622146|113.771634|Java Sea
525000867|BINTAN MARITIME|220150867|YBCV|31|-2.835747|128.687754|Banda Sea
525000868|HARBOUR TRADER|220150868|YBLR|32|-7.386512|137.064084|Arafura Sea
525000869|CIREBON 900|220150869|YBMX|36|-2.116677|118.695301|Makassar Strait
525000870|BINTAN WAVE|220150870|YBNX|37|-6.711315|105.491228|Sunda Strait
525000871|NATUNA JAYA|220150871|YBMQ|60|-7.763546|115.751043|Lombok Strait
525000872|SUBANG 536|220150872|YBOV|70|-8.225619|124.669021|Timor Sea
525000873|SENGGARANG PRIDE|220150873|YBVL|79|-2.454653|97.556849|Malacca Strait
525000874|SINAR 421|220150874|YBME|80|-6.197595|109.412633|Java Sea
525000875|NATUNA 060|220150875|YBLH|30|-2.940329|127.122735|Banda Sea
525000876|HARBOUR 318|220150876|YBEP|52|-6.05257|135.96698|Arafura Sea
525000877|LUBUK NAVIGATOR|220150877|YBZT|31|-1.853081|117.883002|Makassar Strait
525000878|SEKUPANG EXPRESS|220150878|YBVT|32|-6.053179|105.293242|Sunda Strait
525000879|SAMBAU EXPRESS|220150879|YBJP|36|-8.263463|114.233182|Lombok Strait
525000880|BENGKULU 448|220150880|YBNA|37|-10.245564|127.267477|Timor Sea
525000881|HARBOUR 248|220150881|YBGL|60|0.56521|100.435306|Malacca Strait
525000882|GARUT VOYAGER|220150882|YBEX|70|-5.865376|106.344631|Java Sea
525000883|BANDUNG 815|220150883|YBPI|79|-4.487855|126.734903|Banda Sea
525000884|SAGULUNG 500|220150884|YBOO|80|-9.158019|136.559695|Arafura Sea
525000885|PELNI PRIDE|220150885|YBDW|30|-2.369876|117.588079|Makassar Strait
525000886|SINGAPORE 648|220150886|YBOV|52|-5.686219|106.211339|Sunda Strait
525000887|SAGULUNG SPIRIT|220150887|YBLY|31|-8.446909|115.157747|Lombok Strait
525000888|CIKIDANG 898|220150888|YBNZ|32|-10.332215|126.520399|Timor Sea
525000889|TANJUNG LINE|220150889|YBUQ|36|-2.124753|99.55665|Malacca Strait
525000890|SUBANG EXPRESS|220150890|YBCZ|37|-2.007844|113.344955|Java Sea
525000891|CIKIDANG LINER|220150891|YBSA|60|-2.565363|130.103299|Banda Sea
525000892|PEKANBARU EXPLORER|220150892|YBNB|70|-8.982997|133.250984|Arafura Sea
525000893|KARIMUN 546|220150893|YBAX|79|-2.30337|117.712379|Makassar Strait
525000894|SPIL NAVIGATOR|220150894|YBHP|80|-6.062024|106.072203|Sunda Strait
525000895|PELNI ENTERPRISE|220150895|YBYY|30|-8.023994|114.890964|Lombok Strait
525000896|LOBAM PROSPERITY|220150896|YBJT|52|-8.828153|127.25287|Timor Sea
525000897|BELAWAN VICTORY|220150897|YBJC|31|-1.251486|98.456437|Malacca Strait
525000898|LUBUK WAVE|220150898|YBHT|32|-4.322398|106.122815|Java Sea
525000899|BAGAN FORTUNE|220150899|YBNK|36|-4.311618|125.45052|Banda Sea
525000900|BENGKALIS OCEAN|220150900|YBHC|37|-8.746859|132.275347|Arafura Sea
525000901|PEKANBARU 694|220150901|YBFB|60|-3.557128|117.788481|Makassar Strait
525000902|MORO CARGO|220150902|YBTX|70|-6.224921|105.193245|Sunda Strait
525000903|TANJUNG 616|220150903|YBDF|79|-8.544237|116.258977|Lombok Strait
525000904|SINGAPORE PRIDE|220150904|YBEN|80|-10.294936|125.485213|Timor Sea
525000905|SPIL MERCHANT|220150905|YBAT|30|-3.272456|101.934776|Malacca Strait
525000906|BEKASI FORTUNE|220150906|YBDO|52|-4.972124|112.896222|Java Sea
525000907|BENGKULU 510|220150907|YBBU|31|-5.783271|129.043059|Banda Sea
525000908|JAKARTA NAVIGATOR|220150908|YBMR|32|-8.790472|132.147148|Arafura Sea
525000909|NATUNA FREIGHT|220150909|YBAH|36|-2.893762|117.298451|Makassar Strait
525000910|TANTO 795|220150910|YBCJ|37|-5.694766|105.955541|Sunda Strait
525000911|BANTEN CARGO|220150911|YBTL|60|-8.886312|114.865337|Lombok Strait
525000912|RUPAT PRIDE|220150912|YBGI|70|-8.461753|127.245218|Timor Sea
525000913|BENGKULU VESSEL|220150913|YBLM|79|-2.18972|100.42721|Malacca Strait
525000914|ROKAN WAVE|220150914|YBQU|80|-4.908534|113.410443|Java Sea
525000915|KALIPUCANG 797|220150915|YBVC|30|-5.848773|129.928059|Banda Sea
525000916|NONGSA FERRY|220150916|YBUQ|52|-8.792408|135.68831|Arafura Sea
525000917|PERTAMINA SEJAHTERA|220150917|YBYO|31|-3.424456|118.458461|Makassar Strait
525000918|SELAT 322|220150918|YBPA|32|-6.693455|105.529123|Sunda Strait
525000919|KABIL LINE|220150919|YBHZ|36|-8.741294|115.142535|Lombok Strait
525000920|KARIMUN STAR|220150920|YBLH|37|-9.120111|127.095992|Timor Sea
525000921|CIKELET MARINE|220150921|YBZW|60|-2.458959|97.529492|Malacca Strait
525000922|CIAMIS 388|220150922|YBAY|70|-2.967724|109.698728|Java Sea
525000923|MERAK STAR|220150923|YBZW|79|-5.057198|131.990613|Banda Sea
525000924|KARAWANG PRIDE|220150924|YBLX|80|-7.233431|133.133876|Arafura Sea
525000925|BANDUNG JAYA|220150925|YBOQ|30|-2.887999|120.889215|Makassar Strait
525000926|TELAGA JAYA|220150926|YBGR|52|-6.549767|105.211282|Sunda Strait
525000927|SUNGAI 162|220150927|YBGN|31|-8.021497|115.586427|Lombok Strait
525000928|JAMPANG 556|220150928|YBJA|32|-9.83448|126.300529|Timor Sea
525000929|SUMATRA CARGO|220150929|YBBK|36|0.151478|101.226946|Malacca Strait
525000930|RANTAU 194|220150930|YBYB|37|-3.661266|109.859598|Java Sea
525000931|KARIMUN PROSPERITY|220150931|YBQZ|60|-2.918299|126.523055|Banda Sea
525000932|KISARAN ATLANTIC|220150932|YBEI|70|-6.489936|134.619837|Arafura Sea
525000933|MEDAN PIONEER|220150933|YBZR|79|-1.548836|118.100138|Makassar Strait
525000934|TANGERANG 916|220150934|YBDR|80|-5.951409|106.327417|Sunda Strait
525000935|JAKARTA EXPLORER|220150935|YBQQ|30|-8.822936|114.698937|Lombok Strait
525000936|TELAGA FERRY|220150936|YBGJ|52|-9.77161|124.603642|Timor Sea
